Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category
1098.2507494578897,33.88422460346096,Brother,Service,144138.7565,2332.942761,Yearly,421113.8271,Married,Non Medical,14.383998860940167,10.422216566906556,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1171.415380678515,36.92582185023759,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.890163778537556,9.946941298862187,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
940.033087452236,62.49724317991979,Spouse,Retired,-129047.0001,203172.0451,Yearly,708014.4195,Married,Non Medical,15.395716602150074,9.949656593008902,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1094.7621319870254,20.916689316687066,Mother,Service," 4,200,000 "," 600,000 ",Yearly," 1,450,000 ",Single,Non Medical,29.732706784048244,9.89981660583213,Nellore,Andhra Pradesh,524002,ULIP,Retail Agency,,24-11-2022,-,-,Inforce,-,Document Tampering
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1195.9869575382795,11.649800208082445,Spouse,Business,140527.8315,17658.87214,Yearly,1935234.337,Married,Non Medical,13.019030613729146,9.812343949168174,Amritsar,Punjab,143003,Traditional,Institutional Alliance,,3/3/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
1022.924562,46.80327599,Wife,Self-Employed,55909.99922,32250.81734,Yearly,464252.823,Married,Non Medical,10.06074505,10.01246056,BULAND SHAHAR,Uttar Pradesh,202398,Traditional,Retail Agency,,3/30/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1038.8233080526984,70.67074455250089,Son,Profession,-31462.89969,3031416.473,Yearly,3795878.943,Married,Non Medical,11.092763706314045,10.376947305545851,Sirsa,Haryana,125055,ULIP,Bancassurance,1.1802038541460995,11/17/2021 0:00,-,-,Cancellation,Other Reason,Misselling 
1222.850226,43.50450097,Husband,Business,157797.4738,996117.3238,Yearly,7205121.098,Married,Non Medical,9.553119497,9.98377355,Panipat,Haryana,132103,Pension,Bancassurance,0.916223877,12/6/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
78.02662621,42.32186834,Wife,Service,9936650.607,79123.94989,Monthly,1677657.735,Married,Medical,43.19528909,10.00962072,Kurnool,Andhra Pradesh,518501,Traditional,Retail Agency,,2/11/2022 0:00,4/7/2022 0:00,1/5/2023 11:29,Claim,Death Claim Repudiated,Misrepresentation
1231.279197634708,41.657186215209805,Wife,Business,1912080.101,181923.1214,Half yearly,1676586.062,Married,Medical,36.02013890978652,10.616311220427994,BHAVNAGAR,Gujarat,364002,Traditional,Retail Agency,,1/12/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1155.1498310711115,36.26105583423695,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.93428754385837,10.044205165044126,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1250.015314,42.72117511,Husband,Business,22218.46189,1018369.341,Yearly,7244766.683,Married,Non Medical,9.73100204,9.984411064,Panipat,Haryana,132103,Pension,Bancassurance,0.973293733,12/6/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
1154.9277342762016,36.33135767860194,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.840113282597017,10.034324386669434,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1259.496314,49.03210541,Son,Business,1571063.876,164380.9887,Yearly,-1082865.632,Married,Non Medical,25.70319788,9.98642302,MIDNAPUR,West Bengal,721101,Traditional,Institutional Alliance,,3/31/2023 0:00,-,-,Inforce,-,Signature Forgery
951.417277486485,41.37045736050225,Spouse,Service,4070000,690489,Yearly,2400000,Married,Medical,7.442197510741149,9.92392751989816,-,-,-,Traditional,Bancassurance,1.0257558460826888,1/31/2016 0:00,-,-,Cancellation,Other Reason,Signature Forgery
1036.2798240783852,61.12669315017453,Son,Retired,999000,99900,Yearly,475000,Married,Medical,10.554939878051735,2.97484795012467,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
983.8974229673224,56.97141076782104,Husband,Housewife,0,60000,Yearly,540000,Married,Non Medical,10.596485341679037,10.163811902587875,Kanpur,Uttar Pradesh,209303,ULIP,Bancassurance,1.0610260700387537,10/5/2020 0:00,-,-,Inforce,-,Misappropriating Funds
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1159.009029,25.96450123,Mother,Service,1217320.692,258123.1486,Yearly,1242889.365,Married,Non Medical,15.42384223,9.990006444,Jaipur,Rajasthan,302015,Traditional,Retail Agency,,10/27/2020 0:00,-,-,Inforce,-,Misappropriating Funds
356.50895266655533,51.30062785036122,Son,Business,684206.5931,32812.89293,Yearly,-3772719.807,Married,Non Medical,15.728540973414688,10.10842090239172,CHITTOOR,Andhra Pradesh,517257,ULIP,Retail Agency,,5/9/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
819.9395079848738,47.20969216640101,Wife,Agriculturist,417977.4949,-11739.50328,Yearly,-134731.6887,Married,Non Medical,13.8628289151087,10.097631469391008,ADILABAD,Telangana,504231,Traditional,Bancassurance,7.9541516698509,5/24/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1190.1264246565186,41.99338889586065,Wife,Business,1650000,159885,Half yearly,500000,Married,Medical,35.62619600374589,9.952278597719312,BHAVNAGAR,Gujarat,364002,Traditional,Retail Agency,,1/12/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
975.490401057943,49.42268858387636,Husband,Service,0,100000,Yearly,720000,Married,Non Medical,14.940668193697295,9.958198673940403,Thane,Maharashtra,401303,ULIP,Retail Agency,,4/15/2021 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
338.24800662320325,28.0,Mother,Construction Labour,1039921,9799,Monthly,3070815,widowed,Non Medical,17.0,19.0,Patna,Chhattisgarh,449801,Pension,Mail and Others,1.021177471,04/10/2011 0:00,-,-,Active,Regular Payment,No Fraud
1040.4662452568243,61.39351101677407,Son,Retired,1012019.965,119873.1093,Yearly,-826568.8535,Married,Medical,10.120601132208018,3.168418470521125,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1298.092593,45.1630868,Wife,Agriculturist,358197.8759,45647.72644,Quarterly,110968.0601,Married,Medical,14.84032838,9.991621033,RAMPUR,Uttar Pradesh,244921,Traditional,Retail Agency,,10/11/2022 0:00,-,-,Cancellation,Other Reason,Impersonation
397.9961682,51.69765863,Son,Service,567681.3664,43901.8508,Yearly,1062157.355,Married,Medical,13.11253025,9.991921346,CHITTOOR,Andhra Pradesh,517501,ULIP,Bancassurance,0.955383286,3/6/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1087.9203269199058,32.37359741469656,Brother,Service,144335.185,40260.20148,Yearly,-432529.7111,Married,Non Medical,15.160650188442595,9.670224907991823,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1073.4263554638471,34.65385439837366,Brother,Service,162143.6042,-11712.04269,Yearly,-296689.485,Married,Non Medical,14.99114736296118,10.02674971198976,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1090.240094157561,34.782753844759505,Brother,Service,100000,9033.78,Yearly,350000,Married,Non Medical,15.609831137794266,10.019675812238246,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
960.21453243144,61.23984024084452,Spouse,Retired,53869.12472,997600.575,Yearly,7585204.91,Married,Non Medical,11.41305705747387,10.197698090327217,New Delhi,Delhi,110032,ULIP,Bancassurance,0.9734477043863078,3/26/2021 0:00,-,-,Cancellation,Other Reason,Misselling 
1026.4795531372163,43.243919526212444,Father,Profession,64188.32926,68010.15281,Yearly,2771540.202,Married,Non Medical,9.427074644553906,9.943079517094722,PARGANAS  NORTH,West Bengal,743165,Traditional,Retail Agency,,9/28/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
1039.132522,52.10365945,Wife,Service,1452435.335,181809.1083,Yearly,3884815.704,Married,Medical,12.83185134,10.0013953,PANCHASAYAR,West Bengal,700094,ULIP,Bancassurance,0.976047551,10/27/2022 0:00,-,-,Inforce,-,Signature Forgery
1153.509966,46.86527255,Spouse,Agriculturist,-142425.4488,42446.42238,Yearly,671763.4062,Married,Non Medical,14.37858138,9.995971694,Jyotiba Phule Nagar,Uttar Pradesh,244241,Traditional,Retail Agency,,12/28/2023 0:00,-,-,Cancellation,Other Reason,Claims Fraud
963.9636878,50.24618572,Husband,Service,80919.36803,97583.47892,Yearly,1955952.949,Married,Non Medical,14.72114756,9.990391933,Thane,Maharashtra,401303,ULIP,Retail Agency,,4/15/2021 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
1029.856752388416,59.36825126218724,Son,Retired,1055799.635,109360.6947,Yearly,43320.56362,Married,Medical,9.93109950172607,2.966461042509738,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1023.974845,59.13101413,Son,Retired,-156602.4377,317760.4085,Yearly,-1835944.962,widowed,Non Medical,11.43822533,10.16272495,JODHPUR,Rajasthan,342008,ULIP,Retail Agency,,12/31/2021 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
949.4760474,47.66948828,Husband,Service,80759.82838,136307.186,Yearly,933203.8449,Married,Non Medical,10.59791292,10.06500765,Thane,Maharashtra,401304,ULIP,Retail Agency,,3/3/2021 0:00,-,-,Inforce,-,Misappropriating Funds
1164.723759,45.68586852,Wife,Defense Retired,321329.8946,76245.05553,Yearly,664431.8744,Married,Non Medical,14.70999536,9.998181482,Auraiya,Uttar Pradesh,206255,Traditional,Bancassurance,1.001717613,6/16/2021 0:00,-,-,Inforce,-,Misappropriating Funds
1061.0,33.0,Mother,Service,500000,50000,Yearly,650000,Single,Non Medical,30.0,10.0,HYDERABAD,Telangana,500020,ULIP,Retail Agency,,12/5/2022 0:00,-,-,Inforce,-,Misappropriating Funds
1058.980444894173,53.19638758876019,Wife,Profession,1221719.642,134451.4474,Yearly,3130791.659,Married,Non Medical,13.107239793518383,10.076307329895911,Kanpur,Uttar Pradesh,209121,ULIP,Bancassurance,1.0004898273752785,9/3/2020 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
1283.3756484538296,45.192130864032116,Husband,Service,1374712.732,214798.9459,Yearly,4756702.521,Married,Non Medical,8.099420209661526,10.200641969575466,GURGAON,Haryana,122001,Traditional,Institutional Alliance,,3/12/2015 0:00,-,-,Maturity,Unpaid,Signature Forgery
1124.958705891815,27.42087866747297,Daughter,Service," 7,000,000 "," 1,000,000 ",Yearly," 2,500,000 ",widowed,Non Medical,10.052604357271408,9.718094382881151,VARANASI,Uttar Pradesh,221101,ULIP,Bancassurance,1.1460096318215929,30-12-2022,-,-,Cancellation,Other Reason,Document Tampering
1100.088289,32.6378289,Brother,Service,106983.772,20133.96486,Yearly,183107.6166,Married,Non Medical,15.0715533,10.17275094,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
783.1900454422325,55.021731167036,Son,Service,270000,52250,Yearly,372000,Married,Non Medical,11.367833412515807,10.191507370140382,HOSHANGABAD,Madhya Pradesh,461228,Traditional,Bancassurance,0.965239409951103,3/30/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1174.7128111714546,36.49104001273293,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.549285915175796,9.982576447134448,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1319.8526165024898,65.0,Wife,Army,761759,97672,Monthly,9110044,Married,Medical,16.0,37.0,VISHAKAPATNAM,_Others,569118,ULIP,Bancassurance,0.931588088,05/04/2014 0:00,-,-,Active,Paid-Up,No Fraud
384.5549851610271,48.89866758746141,Son,Business,582201.0496,43772.81696,Yearly,3149400.828,Married,Medical,10.486069550414138,10.045611535706692,BOKARO,Jharkhand,827302,ULIP,Bancassurance,1.136304192404744,3/20/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1082.498499,32.93143089,Brother,Service,126798.0171,2867.479407,Yearly,1151437.931,Married,Non Medical,14.9860893,10.00450951,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1082.498499,32.93143089,Brother,Service,126798.0171,2867.479407,Yearly,1151437.931,Married,Non Medical,14.9860893,10.00450951,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1224.1236463530822,45.756527631723245,Wife,Self-Employed,861939.249,10301.69846,Yearly,87875.19173,Married,Medical,23.93783465934264,10.160095029213428,AJMER,Rajasthan,305623,Traditional,Retail Agency,,11/5/2022 0:00,-,-,Lapse, ,Claims Fraud
1187.984509,46.72269226,Wife,Retired,45362.00281,1967197.437,Single,1783569.64,Married,Non Medical,72.0795316,9.99429774,LUCKNOW,Uttar Pradesh,226002,Pension,Bancassurance,1.060608999,10/12/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
384.3967075,49.95365191,Son,Business,572948.8465,31568.18983,Yearly,415979.7406,Married,Medical,20.53770238,10.01698225,Anantapur,Andhra Pradesh,515672,ULIP,Retail Agency,,4/24/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1027.0926987537732,61.20774787888433,Son,Retired,924849.182,118598.9048,Yearly,3184557.323,Married,Medical,10.918636210150474,3.122695125593186,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1072.6915517861366,32.9147764716454,Brother,Service,126798.0171,2867.479407,Yearly,1151437.931,Married,Non Medical,15.104781400912614,9.979716506236985,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1082.0,33.0,Brother,Service,100000,9033.78,Yearly,350000,Married,Non Medical,15.0,10.0,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1082.498499,32.93143089,Brother,Service,126798.0171,2867.479407,Yearly,1151437.931,Married,Non Medical,14.9860893,10.00450951,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1042.63503,60.69925084,Son,Retired,924849.182,118598.9048,Yearly,3184557.323,Married,Medical,10.47858153,3.00225135,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1037.705927,60.59488103,Son,Retired,1076889.897,117049.7658,Yearly,-309543.4083,Married,Medical,10.00546873,3.00185462,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1059.196582,69.2176487,Son,Profession,-82950.69769,2999828.692,Yearly,4989409.516,Married,Non Medical,10.13938049,9.974851665,Sirsa,Haryana,125055,ULIP,Bancassurance,1.073300565,11/17/2021 0:00,-,-,Cancellation,Other Reason,Misselling 
964.0127325443892,61.04501316759698,Spouse,Retired,15290.17125,1009426.139,Yearly,4050257.06,Married,Non Medical,10.235216636113638,10.10808433069566,New Delhi,Delhi,110032,ULIP,Bancassurance,1.0795541143681753,3/26/2021 0:00,-,-,Cancellation,Other Reason,Misselling 
977.7205872,51.3495028,Husband,Service,70835.93993,81567.18494,Yearly,3325948.043,Married,Non Medical,15.21914652,9.993132922,Thane,Maharashtra,401303,ULIP,Retail Agency,,4/15/2021 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
1041.5725,59.97454671,Son,Retired,1022825.686,124957.1918,Yearly,2243484.453,Married,Medical,9.768962867,3.014927308,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1029.0,61.0,Wife,Retired,0 ," 1,000,000 ",Yearly," 3,500,000 ",Married,Non Medical,10.0,10.0,HYDERABAD,Telangana,500073,ULIP,Bancassurance,1.0,16-03-2023,-,-,Inforce,-,Document Tampering
1146.4646267665446,35.514806757661326,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.19572548821733,9.665806844364846,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1182.9365395301547,38.18255514313703,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.85176273147012,10.178231336908164,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1182.705297,46.86384902,Wife,Self-Employed,783373.3659,56514.0492,Yearly,-150310.7753,Married,Medical,22.4886646,10.01543027,AJMER,Rajasthan,305623,Traditional,Retail Agency,,11/5/2022 0:00,-,-,Lapse, ,Claims Fraud
1163.909205,37.15706907,Wife,Business,800337.4722,85317.79301,Yearly,874916.7433,Married,Non Medical,14.6717136,9.957447154,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1021.329854259063,60.03149070862334,Son,Retired,819360.6152,92597.34216,Yearly,338057.0237,Married,Medical,10.527729017485733,3.0098532105865217,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
84.4290628432991,58.0,Nephew,Defense Retired,2268144,55001,Yearly,9815416,divorced,Medical,18.0,10.0,Ludhiana,Kerala,881318,ULIP,Mail and Others,0.7667279998112972,05/25/2014 0:00,-,-,Active,Regular Payment,No Fraud
1023.8037486178432,53.63381259763512,Wife,Service,-130818.636,314645.2323,Yearly,1342257.99,Married,Non Medical,9.372498612762916,9.964535938011544,Madurai,Tamil Nadu,625706,ULIP,Bancassurance,0.9126250909759788,3/31/2022 0:00,-,-,Cancellation,Other Reason,Misselling 
978.8496837,46.24467038,Husband,Service,49994.99938,78475.36916,Yearly,826358.4199,Married,Non Medical,10.20530269,10.23655677,Thane,Maharashtra,401304,ULIP,Retail Agency,,3/3/2021 0:00,-,-,Inforce,-,Misappropriating Funds
982.7076509,44.27784632,Spouse,Business,898119.6875,73525.45814,Yearly,4368997.035,Married,Non Medical,9.939531183,10.00232264,SURAT,Gujrat,395007,Pension,Bancassurance,0.950811079,8/19/2015 0:00,-,-,Cancellation,Other Reason,Signature Forgery
1165.137010503409,46.97577502756986,Spouse,Agriculturist,-134038.549,40974.54067,Yearly,-129106.7279,Married,Non Medical,14.166227441946218,9.914773256893412,Jyotiba Phule Nagar,Uttar Pradesh,244241,Traditional,Retail Agency,,12/28/2023 0:00,-,-,Cancellation,Other Reason,Claims Fraud
1169.0,37.0,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,15.0,10.0,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1146.365299,25.91355285,Mother,Service,1359284.287,198670.3609,Yearly,1065495.233,Married,Non Medical,14.8162611,10.07066761,Jaipur,Rajasthan,302015,Traditional,Retail Agency,,10/27/2020 0:00,-,-,Inforce,-,Misappropriating Funds
1034.0,42.0,Spouse,Agriculturist,175000,5000,Yearly,300000,Married,Non Medical,10.0,10.0,Vishakapatnam,Andhra Pradesh,531027,Traditional,Retail Agency,,-,-,-,Cancellation,Other Reason,Claims Fraud
939.439797,60.93414788,Spouse,Retired,-144495.7496,210847.4672,Yearly,1334385.572,Married,Non Medical,14.81397524,10.03601733,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
545.923417328269,17.0,Daughter,Self-Employed,255471,140741,Monthly,5897195,Single,Medical,27.0,37.0,AMRITSAR,Tamil Nadu,469438,Pension,Institutional Alliance,0.9933323397084776,01/22/2012 0:00,-,-,Active,Paid-Up,No Fraud
1256.0,51.0,Husband,Service,0 ," 500,000 ",Yearly," 3,600,000 ",Married,Non Medical,10.0,10.0,AGANAMPUDI,Andhra Pradesh,530046,Pension,Bancassurance,1.0,12-12-2022,-,-,Inforce,-,Document Tampering
1023.2851787843546,59.237356326349314,Son,Retired,1055799.635,109360.6947,Yearly,43320.56362,Married,Medical,9.26444299689826,3.1290805494970684,DAUSA,Rajasthan,303325,ULIP,Retail Agency,,10/5/2017 0:00,4/23/2019 0:00,5/15/2019 15:03,Claim,Death Claim Repudiated,Kickback
1112.0,34.0,Wife,Service," 4,200,000 "," 600,000 ",Yearly," 2,400,000 ",Married,Non Medical,10.0,10.0,AGANAMPUDI,Andhra Pradesh,530046,ULIP,Bancassurance,1.0,10-11-2022,-,-,Lapse,Surrendered Reinvested Auto,Document Tampering
160.72248682548374,26.580085079385512,Wife,Business,475000,5000,Yearly,252000,Married,Non Medical,14.622257002608103,9.979919837909744,BIRBHUM,West Bengal,731243,Traditional,Retail Agency,,6/9/2022 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1160.16645,39.32853491,Wife,Agriculturist,350964.4725,23477.77099,Yearly,-1091159.524,Married,Non Medical,14.9625263,10.00654305,Kanpur,Uttar Pradesh,208001,Traditional,Bancassurance,1.028565213,9/25/2018 0:00,-,-,Inforce,-,Misappropriating Funds
950.2048408,62.10705319,Spouse,Retired,-129047.0001,203172.0451,Yearly,708014.4195,Married,Non Medical,14.52174346,9.99669183,BHIWANI,Haryana,127029,ULIP,Retail Agency,,8/25/2021 0:00,-,-,Inforce,-,Logging in business not sourced by oneself
1156.5085335507144,37.2299019880871,Wife,Business,840000,104500,Yearly,480000,Married,Non Medical,14.958182649196855,9.936168019486686,NORTH TRIPURA,Tripura,799250,Traditional,Institutional Alliance,,1/28/2022 0:00,-,-,Cancellation,Other Reason,Unauthorized activity
1016.3876799456305,46.77643721587179,Wife,Self-Employed,55909.99922,32250.81734,Yearly,464252.823,Married,Non Medical,10.006143053430693,10.126825934357257,BULAND SHAHAR,Uttar Pradesh,202398,Traditional,Retail Agency,,3/30/2023 0:00,-,-,Cancellation,Other Reason,Impersonation
1053.848875319669,32.9290855793595,Brother,Service,126798.0171,2867.479407,Yearly,1151437.931,Married,Non Medical,15.435495410563323,10.039340993385697,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
983.7536927342275,52.186921232831196,Wife,Business,0,600000,Yearly,2000000,Married,Non Medical,10.78331426577829,10.229340715461307,Bangalore,Karnataka,560019,ULIP,Bancassurance,1.1055311678799926,9/27/2017 0:00,-,-,Cancellation,Other Reason,Signature Forgery
1091.320704,32.06821356,Brother,Service,95573.69493,12490.9772,Yearly,1959934.35,Married,Non Medical,14.65374416,10.02699573,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
1160.81993,46.89056101,Spouse,Agriculturist,259731.0161,60840.26654,Yearly,-433966.128,Married,Non Medical,14.45512108,9.838296525,Jyotiba Phule Nagar,Uttar Pradesh,244241,Traditional,Retail Agency,,12/28/2023 0:00,-,-,Cancellation,Other Reason,Claims Fraud
1087.2997189518662,32.2381264505223,Brother,Service,100000,9033.78,Yearly,350000,Married,Non Medical,14.172370110515546,9.98729599507562,CALCUTTA,West Bengal,700034,Traditional,Retail Agency,,2/24/2015 0:00,-,-,Inforce,-,Agent Dual Pan Card
941.8854473980448,20.0,Daughter,Army,2228017,137886,Single,1296439,widowed,Non Medical,32.0,6.0,Panchkula,Andhra Pradesh,278953,ULIP,Retail Agency,1.037860403,06/04/2023 0:00,-,-,Active,Regular Payment,No Fraud
992.0,68.0,Son,Profession,0,500000,Yearly,3000000,Married,Non Medical,10.0,10.0,Indore,Madhya Pradesh,452001,ULIP,Retail Agency,,2/28/2022 0:00,-,-,Cancellation,Other Reason,Impersonation
1299.0,45.0,Wife,Agriculturist,450000,35256.36,Quarterly,290000,Married,Medical,15.0,10.0,RAMPUR,Uttar Pradesh,244921,Traditional,Retail Agency,,10/11/2022 0:00,-,-,Cancellation,Other Reason,Impersonation
193.0,46.0,Sister,Business,125000,5000,Yearly,300000,Single,Non Medical,10.0,10.0,West Godavari,Andhra Pradesh,534199,Traditional,Retail Agency,,2/10/2023 0:00,-,-,Cancellation,Other Reason,Misrepresentation
1111.0,44.0,Daughter,Service," 7,000,000 "," 1,000,000 ",Yearly," 7,200,000 ",Married,Non Medical,10.0,10.0,UKKUNAGARAM,Andhra Pradesh,530032,ULIP,Bancassurance,1.0,07-11-2022,-,-,Inforce,-,Document Tampering
307.23250167532524,14.545049501888208,Spouse,Defense Retired,721924,62405,Quarterly,3177238,divorced,Medical,21.728403084706198,15.069336559792,Birbhum,Gujarat,129764,Pension,Retail Agency,0.9033796049606899,10/22/2028 0:00,-,-,Active,Reinstated,No Fraud
1116.212876,46.8320219,Spouse,Agriculturist,144327.5288,25087.12647,Yearly,-407659.4653,Married,Non Medical,15.42743289,10.00812957,Jyotiba Phule Nagar,Uttar Pradesh,244241,Traditional,Retail Agency,,12/28/2023 0:00,-,-,Cancellation,Other Reason,Claims Fraud
1043.973281,34.82516856,Mother,Service,389618.5003,68677.31288,Yearly,-480889.3413,Married,Non Medical,11.45635946,9.99379922,KANPUR DEHAT,Uttar Pradesh,209121,ULIP,Bancassurance,0.951168433,12/28/2022 0:00,-,-,Inforce,-,Misappropriating Funds
1019.9682977209828,58.27548830863282,Husband,Retired,84200.72059,66155.33571,Yearly,-25877.94512,Married,Non Medical,10.77302957271772,9.902898200000632,KANPUR DEHAT,Uttar Pradesh,209111,ULIP,Bancassurance,0.9553881217978688,10/17/2019 0:00,-,-,Inforce,-,Misappropriating Funds
1097.8897456733134,52.45869580109965,Wife,Profession,915198.674,158849.6145,Yearly,-111495.0325,Married,Non Medical,11.966781148547472,9.996891235366338,Kanpur,Uttar Pradesh,209121,ULIP,Bancassurance,0.995260093066123,9/3/2020 0:00,-,-,Lapse,Surrendered Reinvested Auto,Misappropriating Funds
